uuid,ocdid,state,name
04dbaa8a-d422-5f05-9a7f-1ac1e3915317,ocd-division/country:us/state:oh/place:akron/ward:1,oh,Akron OH City Council ward 1
91a28aab-9b92-5cd6-835e-2a1a5bc84d2d,ocd-division/country:us/state:oh/place:akron/ward:10,oh,Akron OH City Council ward 10
fc880668-5a3e-5233-918d-19f69a444772,ocd-division/country:us/state:oh/place:akron/ward:2,oh,Akron OH City Council ward 2
8db92ea3-470c-5418-a6bb-66541d376da7,ocd-division/country:us/state:oh/place:akron/ward:3,oh,Akron OH City Council ward 3
35b5b801-d9a8-5afc-ad7f-97a4d9dd10da,ocd-division/country:us/state:oh/place:akron/ward:4,oh,Akron OH City Council ward 4
c4faf41a-a267-5b68-979a-fa4583a5bf95,ocd-division/country:us/state:oh/place:akron/ward:5,oh,Akron OH City Council ward 5
ab5b2f24-a172-59ab-b419-77549924b35d,ocd-division/country:us/state:oh/place:akron/ward:6,oh,Akron OH City Council ward 6
a4119661-3e4f-5fe9-b733-e584b18c9532,ocd-division/country:us/state:oh/place:akron/ward:7,oh,Akron OH City Council ward 7
7e813a64-d05e-5972-b140-35e0fb0dc4ad,ocd-division/country:us/state:oh/place:akron/ward:8,oh,Akron OH City Council ward 8
71dcdfce-44e1-5af7-95e4-c3c64646a498,ocd-division/country:us/state:oh/place:akron/ward:9,oh,Akron OH City Council ward 9
0222d269-b1a8-5cf1-8fbb-358b2c3f7ca8,ocd-division/country:us/state:oh/place:cincinnati/ward:1,oh,Cincinnati OH ward 1
25319a06-f086-5f1d-b524-808cea1b659b,ocd-division/country:us/state:oh/place:cincinnati/ward:10,oh,Cincinnati OH ward 10
506782c6-3ce6-55ed-beae-2aa10dd39bc2,ocd-division/country:us/state:oh/place:cincinnati/ward:11,oh,Cincinnati OH ward 11
4aff4f19-b9a3-52d0-b411-d96271d10faa,ocd-division/country:us/state:oh/place:cincinnati/ward:12,oh,Cincinnati OH ward 12
ffebd016-c979-5510-ab78-b889e16b38de,ocd-division/country:us/state:oh/place:cincinnati/ward:13,oh,Cincinnati OH ward 13
ea34aeab-9001-5d4b-94b8-8bd3e9e6ce10,ocd-division/country:us/state:oh/place:cincinnati/ward:14,oh,Cincinnati OH ward 14
37cf3be5-c0bb-5224-a3a0-6a070eb20c61,ocd-division/country:us/state:oh/place:cincinnati/ward:15,oh,Cincinnati OH ward 15
285ec2e3-5e33-59c2-8940-b3a9b0c06016,ocd-division/country:us/state:oh/place:cincinnati/ward:16,oh,Cincinnati OH ward 16
739895ac-fdbd-591b-9670-de8733cb6450,ocd-division/country:us/state:oh/place:cincinnati/ward:17,oh,Cincinnati OH ward 17
42fa85e5-e3f2-5a3b-9207-421fd404d021,ocd-division/country:us/state:oh/place:cincinnati/ward:18,oh,Cincinnati OH ward 18
8f84c6ed-b170-5fa2-9931-423d4259af5e,ocd-division/country:us/state:oh/place:cincinnati/ward:19,oh,Cincinnati OH ward 19
7ea9fa22-f202-5253-a898-bc5435d66160,ocd-division/country:us/state:oh/place:cincinnati/ward:2,oh,Cincinnati OH ward 2
42ff6c4a-a9d4-5c94-8a46-443485d41fe9,ocd-division/country:us/state:oh/place:cincinnati/ward:20,oh,Cincinnati OH ward 20
c19ab215-c7cb-5fe4-8917-665972d1ef56,ocd-division/country:us/state:oh/place:cincinnati/ward:21,oh,Cincinnati OH ward 21
ba1f9e76-9ac9-56b3-89de-6feb5e85fad0,ocd-division/country:us/state:oh/place:cincinnati/ward:22,oh,Cincinnati OH ward 22
91d6ae3f-f048-5ba7-a375-f6dc0b95a4b1,ocd-division/country:us/state:oh/place:cincinnati/ward:23,oh,Cincinnati OH ward 23
2e2179fa-4ac6-5957-bd40-5697495a6fa2,ocd-division/country:us/state:oh/place:cincinnati/ward:24,oh,Cincinnati OH ward 24
ab6248ea-7f8c-55b0-8cf7-26cf68e7a590,ocd-division/country:us/state:oh/place:cincinnati/ward:25,oh,Cincinnati OH ward 25
953c4512-7c09-57ab-b68d-f2e11e01a471,ocd-division/country:us/state:oh/place:cincinnati/ward:26,oh,Cincinnati OH ward 26
f4d51a42-79fc-5b77-a189-cad260598c5e,ocd-division/country:us/state:oh/place:cincinnati/ward:3,oh,Cincinnati OH ward 3
bae5f0ab-7997-5f75-977c-b51ce1b5cb8b,ocd-division/country:us/state:oh/place:cincinnati/ward:4,oh,Cincinnati OH ward 4
ec94d8e2-20eb-5958-83ff-7690c5e31c8c,ocd-division/country:us/state:oh/place:cincinnati/ward:5,oh,Cincinnati OH ward 5
84d128dd-872a-5739-9269-e2af45be2b1f,ocd-division/country:us/state:oh/place:cincinnati/ward:6,oh,Cincinnati OH ward 6
473c6067-621f-5471-98d0-774c82d0e740,ocd-division/country:us/state:oh/place:cincinnati/ward:7,oh,Cincinnati OH ward 7
5ec59a5d-e444-5570-941b-6ab07e673ee0,ocd-division/country:us/state:oh/place:cincinnati/ward:8,oh,Cincinnati OH ward 8
538493d6-1649-5e1b-8783-828652bac8ea,ocd-division/country:us/state:oh/place:cincinnati/ward:9,oh,Cincinnati OH ward 9
4b14799c-5bc2-5ad0-95cb-e22398f5c983,ocd-division/country:us/state:oh/place:cleveland/ward:1,oh,Cleveland OH - ward 1
a3709711-1711-5371-9026-0e31b3205c91,ocd-division/country:us/state:oh/place:cleveland/ward:10,oh,Cleveland OH - ward 10
6c789848-986e-51c5-a522-e18eb8a7d4af,ocd-division/country:us/state:oh/place:cleveland/ward:11,oh,Cleveland OH - ward 11
3ec28d69-b794-5ec1-87c5-764ed41981cf,ocd-division/country:us/state:oh/place:cleveland/ward:12,oh,Cleveland OH - ward 12
722800a1-f3fc-58fb-8af3-7b37f35490e3,ocd-division/country:us/state:oh/place:cleveland/ward:13,oh,Cleveland OH - ward 13
46fd9e28-239d-5c87-988c-df7dac85afb1,ocd-division/country:us/state:oh/place:cleveland/ward:14,oh,Cleveland OH - ward 14
2dfc0910-a393-5c2a-9ebf-769796292643,ocd-division/country:us/state:oh/place:cleveland/ward:15,oh,Cleveland OH - ward 15
e0f32404-55e1-5c06-af63-357e0fc1cddf,ocd-division/country:us/state:oh/place:cleveland/ward:16,oh,Cleveland OH - ward 16
bd58aba6-b6fb-5307-b7cc-bda65bc16a2c,ocd-division/country:us/state:oh/place:cleveland/ward:17,oh,Cleveland OH - ward 17
082f61d2-55d4-52a1-8e8b-432a7095e717,ocd-division/country:us/state:oh/place:cleveland/ward:18,oh,Cleveland OH - ward 18 (defunct as of 2014)
19b0fc88-6002-5431-9d04-fa61650a9a48,ocd-division/country:us/state:oh/place:cleveland/ward:19,oh,Cleveland OH - ward 19 (defunct as of 2014)
51ab5f33-86c8-5f8a-ac31-736150c715e0,ocd-division/country:us/state:oh/place:cleveland/ward:2,oh,Cleveland OH - ward 2
a61d2694-63bc-56cf-a279-1aa0df343c4f,ocd-division/country:us/state:oh/place:cleveland/ward:3,oh,Cleveland OH - ward 3
87d14ba0-2c5b-59f2-8496-0f1baecce994,ocd-division/country:us/state:oh/place:cleveland/ward:4,oh,Cleveland OH - ward 4
bb559f2f-71fc-5509-ae3a-98f8531b8707,ocd-division/country:us/state:oh/place:cleveland/ward:5,oh,Cleveland OH - ward 5
d2fb64d6-8332-59c7-b030-b79fc1113888,ocd-division/country:us/state:oh/place:cleveland/ward:6,oh,Cleveland OH - ward 6
c099fd37-9a8c-5bfd-b737-b130cf53bf49,ocd-division/country:us/state:oh/place:cleveland/ward:7,oh,Cleveland OH - ward 7
8d98cdfc-573d-56c3-af59-f8e5c1af6f78,ocd-division/country:us/state:oh/place:cleveland/ward:8,oh,Cleveland OH - ward 8
90eba64b-3e98-5038-ab2d-d024e7a59524,ocd-division/country:us/state:oh/place:cleveland/ward:9,oh,Cleveland OH - ward 9
b7a4e5dd-31ed-537c-b16a-8ddddec0c1a7,ocd-division/country:us/state:oh/place:columbus/ward:1,oh,Columbus OH ward 1
079e2fbe-26fa-588c-a02f-f56644e22015,ocd-division/country:us/state:oh/place:columbus/ward:10,oh,Columbus OH ward 10
73b105b8-1ff9-59c3-8229-9b88a3288c5f,ocd-division/country:us/state:oh/place:columbus/ward:11,oh,Columbus OH ward 11
2c46c3d9-a46f-5b60-99ef-3ff02668f593,ocd-division/country:us/state:oh/place:columbus/ward:12,oh,Columbus OH ward 12
37b16209-b29e-5176-b826-b99d54b8a901,ocd-division/country:us/state:oh/place:columbus/ward:13,oh,Columbus OH ward 13
8b8ba658-a77f-5ab9-a6fd-830a90662bf4,ocd-division/country:us/state:oh/place:columbus/ward:14,oh,Columbus OH ward 14
1536e2a0-18e7-53f7-9c7a-34fe5565d93a,ocd-division/country:us/state:oh/place:columbus/ward:15,oh,Columbus OH ward 15
af1bc498-df59-5f6b-a226-16a37a75e4c0,ocd-division/country:us/state:oh/place:columbus/ward:16,oh,Columbus OH ward 16
b6d07f11-117b-5bb4-a0c2-22ca07936b30,ocd-division/country:us/state:oh/place:columbus/ward:17,oh,Columbus OH ward 17
197e45f8-6843-5056-b27b-ca4bb3476831,ocd-division/country:us/state:oh/place:columbus/ward:18,oh,Columbus OH ward 18
bf82ce3a-70a5-5698-9b67-0aa85219eb0c,ocd-division/country:us/state:oh/place:columbus/ward:19,oh,Columbus OH ward 19
3b19b698-f863-518a-b301-330a13fb6434,ocd-division/country:us/state:oh/place:columbus/ward:2,oh,Columbus OH ward 2
2d248e99-bd6d-5d9b-992b-2751d48e14d8,ocd-division/country:us/state:oh/place:columbus/ward:20,oh,Columbus OH ward 20
79f4e9b8-d686-56f4-8838-aa4009e10be7,ocd-division/country:us/state:oh/place:columbus/ward:21,oh,Columbus OH ward 21
12b77792-340e-5ed1-8124-ea62fbaebf3d,ocd-division/country:us/state:oh/place:columbus/ward:22,oh,Columbus OH ward 22
c3550ef6-f487-5103-8ada-1ac09de1a69d,ocd-division/country:us/state:oh/place:columbus/ward:23,oh,Columbus OH ward 23
f39ab984-3e19-5123-9306-6ad209d147e0,ocd-division/country:us/state:oh/place:columbus/ward:24,oh,Columbus OH ward 24
0e1dfb01-39dd-594c-88a8-21691e3797c4,ocd-division/country:us/state:oh/place:columbus/ward:25,oh,Columbus OH ward 25
7d5251ff-b15a-568a-a306-77c5227b5b5a,ocd-division/country:us/state:oh/place:columbus/ward:26,oh,Columbus OH ward 26
84e383ec-e898-571d-af83-a6e7d67509c8,ocd-division/country:us/state:oh/place:columbus/ward:27,oh,Columbus OH ward 27
531dd6ee-80ec-5cf5-9c92-a1ef4a391848,ocd-division/country:us/state:oh/place:columbus/ward:28,oh,Columbus OH ward 28
1e3f2abd-dc03-5660-a52c-440ada1ed2ae,ocd-division/country:us/state:oh/place:columbus/ward:29,oh,Columbus OH ward 29
e480329b-b871-5d0d-82d4-2038954aacb6,ocd-division/country:us/state:oh/place:columbus/ward:3,oh,Columbus OH ward 3
0a75376b-68c2-536d-9160-6c7e9a3b17ca,ocd-division/country:us/state:oh/place:columbus/ward:30,oh,Columbus OH ward 30
e55daf08-6247-551c-bbc7-ada99cb8d5de,ocd-division/country:us/state:oh/place:columbus/ward:31,oh,Columbus OH ward 31
6d32cbc6-a1fa-5b3f-854e-eab537a796bd,ocd-division/country:us/state:oh/place:columbus/ward:32,oh,Columbus OH ward 32
1d839e2b-702a-5364-8097-b5e0f3d0afe6,ocd-division/country:us/state:oh/place:columbus/ward:33,oh,Columbus OH ward 33
6f36c571-df05-5df4-8c04-d532bc56c1a0,ocd-division/country:us/state:oh/place:columbus/ward:34,oh,Columbus OH ward 34
4ae5e0b8-8f83-5a37-a26f-9324ce26513b,ocd-division/country:us/state:oh/place:columbus/ward:35,oh,Columbus OH ward 35
ec5ce21f-db19-5cc0-b6dd-ce23cab04894,ocd-division/country:us/state:oh/place:columbus/ward:36,oh,Columbus OH ward 36
59f41e0f-7f14-5e3b-b67f-1c621229e26b,ocd-division/country:us/state:oh/place:columbus/ward:37,oh,Columbus OH ward 37
f9ed0714-9c45-5557-b593-4211082d886d,ocd-division/country:us/state:oh/place:columbus/ward:38,oh,Columbus OH ward 38
9cc2fb62-8896-5235-b5af-f9b5dbda667e,ocd-division/country:us/state:oh/place:columbus/ward:39,oh,Columbus OH ward 39
9f526715-9635-5d1a-8cec-9033153e448f,ocd-division/country:us/state:oh/place:columbus/ward:4,oh,Columbus OH ward 4
20315b8f-0ca2-5e08-9896-e5d1f32b8229,ocd-division/country:us/state:oh/place:columbus/ward:40,oh,Columbus OH ward 40
ad1f5034-9a1f-5ea9-b916-00e605e724be,ocd-division/country:us/state:oh/place:columbus/ward:41,oh,Columbus OH ward 41
b62164a9-3d42-513a-a9f2-7cb20419d89d,ocd-division/country:us/state:oh/place:columbus/ward:42,oh,Columbus OH ward 42
214a4066-e593-5b37-b86d-4f2609828d42,ocd-division/country:us/state:oh/place:columbus/ward:43,oh,Columbus OH ward 43
fb680d17-500d-5269-868c-9ee218631c76,ocd-division/country:us/state:oh/place:columbus/ward:44,oh,Columbus OH ward 44
3f20753b-6f74-5378-9378-4644a0aadb56,ocd-division/country:us/state:oh/place:columbus/ward:45,oh,Columbus OH ward 45
b324a646-e903-5af7-bd6f-778b29b3d4b9,ocd-division/country:us/state:oh/place:columbus/ward:46,oh,Columbus OH ward 46
0fe12937-3841-52ba-9bfa-8096a297b5d2,ocd-division/country:us/state:oh/place:columbus/ward:47,oh,Columbus OH ward 47
af596ec9-03b4-5f00-90c6-7da78ba98e92,ocd-division/country:us/state:oh/place:columbus/ward:48,oh,Columbus OH ward 48
a63f321a-fab3-5312-a302-eb9d5418c4b6,ocd-division/country:us/state:oh/place:columbus/ward:49,oh,Columbus OH ward 49
79dcf57f-889f-5134-b08a-ea54fbb512f3,ocd-division/country:us/state:oh/place:columbus/ward:5,oh,Columbus OH ward 5
e296ec44-0189-577c-a188-7b76a3def64c,ocd-division/country:us/state:oh/place:columbus/ward:50,oh,Columbus OH ward 50
8e01b375-17a8-52f0-b135-e719ed7314da,ocd-division/country:us/state:oh/place:columbus/ward:51,oh,Columbus OH ward 51
19257d75-859a-5d9f-a280-aad5d93eb9e7,ocd-division/country:us/state:oh/place:columbus/ward:52,oh,Columbus OH ward 52
277df840-537b-5446-b4ed-2924e016ef49,ocd-division/country:us/state:oh/place:columbus/ward:53,oh,Columbus OH ward 53
d5f52dc8-80ba-56aa-a5e7-c08977f4ef0c,ocd-division/country:us/state:oh/place:columbus/ward:54,oh,Columbus OH ward 54
8f488fcc-3cbf-51e6-806b-6e9c34157479,ocd-division/country:us/state:oh/place:columbus/ward:55,oh,Columbus OH ward 55
04e09322-ca1f-5010-bce8-6fffd4528c69,ocd-division/country:us/state:oh/place:columbus/ward:56,oh,Columbus OH ward 56
2b4858c8-046c-5f07-88a4-5c4d9984bd7e,ocd-division/country:us/state:oh/place:columbus/ward:57,oh,Columbus OH ward 57
db477620-46f6-511f-a3ec-80937e23abf9,ocd-division/country:us/state:oh/place:columbus/ward:58,oh,Columbus OH ward 58
d13dca0a-1a37-5278-bed3-ea2593141405,ocd-division/country:us/state:oh/place:columbus/ward:59,oh,Columbus OH ward 59
37a1723f-b156-57bd-9fab-a84b009166a8,ocd-division/country:us/state:oh/place:columbus/ward:6,oh,Columbus OH ward 6
451cae5e-cf68-538d-8acd-5231a2a7af29,ocd-division/country:us/state:oh/place:columbus/ward:60,oh,Columbus OH ward 60
4d927482-31f3-5991-b6fd-076529bf2e32,ocd-division/country:us/state:oh/place:columbus/ward:61,oh,Columbus OH ward 61
27c0ca7a-2a5c-519f-8330-ff28cb6d4f8f,ocd-division/country:us/state:oh/place:columbus/ward:62,oh,Columbus OH ward 62
a8811e0f-1762-5ef2-9c1b-6818141aa325,ocd-division/country:us/state:oh/place:columbus/ward:63,oh,Columbus OH ward 63
2a3b6e50-4f65-524b-a551-baee4e25a0ec,ocd-division/country:us/state:oh/place:columbus/ward:64,oh,Columbus OH ward 64
181568dd-5eff-5ca8-8fb7-577513280b5f,ocd-division/country:us/state:oh/place:columbus/ward:65,oh,Columbus OH ward 65
30a84663-1e61-5fd7-bba7-9c5274c91631,ocd-division/country:us/state:oh/place:columbus/ward:66,oh,Columbus OH ward 66
568807b0-5b4a-5dcd-8169-27a31edb83e3,ocd-division/country:us/state:oh/place:columbus/ward:67,oh,Columbus OH ward 67
23c12c5e-9129-5b1b-ba67-8ad8fd02c249,ocd-division/country:us/state:oh/place:columbus/ward:68,oh,Columbus OH ward 68
efc0ff85-6a1f-5d04-8981-2e48c03bdace,ocd-division/country:us/state:oh/place:columbus/ward:69,oh,Columbus OH ward 69
e337fc14-9e80-57e3-9235-8bba61b8c378,ocd-division/country:us/state:oh/place:columbus/ward:7,oh,Columbus OH ward 7
d42659a8-a809-5e32-a84c-d9de1b2b310c,ocd-division/country:us/state:oh/place:columbus/ward:70,oh,Columbus OH ward 70
a8f6097d-f510-5ecd-b902-ab6a20085ec0,ocd-division/country:us/state:oh/place:columbus/ward:71,oh,Columbus OH ward 71
db4e7f7c-787b-530a-b94f-be99897c1bbe,ocd-division/country:us/state:oh/place:columbus/ward:72,oh,Columbus OH ward 72
8028a187-d522-5522-856d-bbf8b242d230,ocd-division/country:us/state:oh/place:columbus/ward:73,oh,Columbus OH ward 73
3d5a38e1-77f0-59ec-9791-1f00a2046d0b,ocd-division/country:us/state:oh/place:columbus/ward:74,oh,Columbus OH ward 74
5f3ef2e4-87df-5f85-8876-7b5c5b0ed52b,ocd-division/country:us/state:oh/place:columbus/ward:75,oh,Columbus OH ward 75
aa6576dd-b01d-596c-9c23-ce5e8c30f3b8,ocd-division/country:us/state:oh/place:columbus/ward:76,oh,Columbus OH ward 76
8aa355a4-afe5-5e86-af27-5c4707f81d59,ocd-division/country:us/state:oh/place:columbus/ward:77,oh,Columbus OH ward 77
9ff18c21-caf7-5044-9cbe-9cb9a7465cc9,ocd-division/country:us/state:oh/place:columbus/ward:78,oh,Columbus OH ward 78
9e24d77b-91d5-5c50-8220-e34d1a952523,ocd-division/country:us/state:oh/place:columbus/ward:79,oh,Columbus OH ward 79
e8be502f-6e5e-5986-b913-49a25293eecf,ocd-division/country:us/state:oh/place:columbus/ward:8,oh,Columbus OH ward 8
79d405e6-791b-5c46-92e9-5bc61fbf0996,ocd-division/country:us/state:oh/place:columbus/ward:80,oh,Columbus OH ward 80
3ef44b7b-4421-565c-bb36-853f1c1881d0,ocd-division/country:us/state:oh/place:columbus/ward:81,oh,Columbus OH ward 81
11d8bfa5-f4dc-5078-b6e2-13d4834303bc,ocd-division/country:us/state:oh/place:columbus/ward:9,oh,Columbus OH ward 9
95f0ebd6-3160-5756-9468-65a301fee543,ocd-division/country:us/state:oh/place:toledo/council_district:1,oh,Toledo OH City Council district 1
aeb62fe2-285d-5932-8f44-6e1de3de2eed,ocd-division/country:us/state:oh/place:toledo/council_district:2,oh,Toledo OH City Council district 2
47dcee8b-76d1-5724-ab8c-ab88856c8e14,ocd-division/country:us/state:oh/place:toledo/council_district:3,oh,Toledo OH City Council district 3
1bd8c106-f6cd-59bb-bcb6-5e523c51c27f,ocd-division/country:us/state:oh/place:toledo/council_district:4,oh,Toledo OH City Council district 4
464b881f-fc1d-5229-9a62-654947bba6a6,ocd-division/country:us/state:oh/place:toledo/council_district:5,oh,Toledo OH City Council district 5
01db9965-9281-5985-b9ea-293ab9e53ff9,ocd-division/country:us/state:oh/place:toledo/council_district:6,oh,Toledo OH City Council district 6
ba79f738-fec1-5a69-b10e-e4de68f658c9,ocd-division/country:us/state:tx/board_of_education:1,tx,Texas State Board of Education District 1
62d7ba2c-d092-58e4-a355-584b5ad83131,ocd-division/country:us/state:tx/board_of_education:10,tx,Texas State Board of Education District 10
86bfbf18-abe1-5fec-be3f-55bb2fc6663b,ocd-division/country:us/state:tx/board_of_education:11,tx,Texas State Board of Education District 11
fb027aba-dc51-59ee-9197-fb19ef64488b,ocd-division/country:us/state:tx/board_of_education:12,tx,Texas State Board of Education District 12
3fad338e-0b6b-5f4d-a959-7609711b2ec4,ocd-division/country:us/state:tx/board_of_education:13,tx,Texas State Board of Education District 13
22d1a653-aaed-5960-908b-31f6d52e76e3,ocd-division/country:us/state:tx/board_of_education:14,tx,Texas State Board of Education District 14
6d0e59c6-3bcf-5374-bc79-81fc167c8085,ocd-division/country:us/state:tx/board_of_education:15,tx,Texas State Board of Education District 15
94c85969-4a95-5fee-8625-fe0905c05052,ocd-division/country:us/state:tx/board_of_education:2,tx,Texas State Board of Education District 2
a13f5cb7-e18a-531e-a8fa-7a24dbd22b97,ocd-division/country:us/state:tx/board_of_education:3,tx,Texas State Board of Education District 3
da8cd8c2-502b-5fde-a05f-0d93b555d0ec,ocd-division/country:us/state:tx/board_of_education:4,tx,Texas State Board of Education District 4
ef6910e1-4bd8-5697-b6da-04f8c8ecc262,ocd-division/country:us/state:tx/board_of_education:5,tx,Texas State Board of Education District 5
bbbaf104-71d0-54b8-8c7e-3ec28c98751f,ocd-division/country:us/state:tx/board_of_education:6,tx,Texas State Board of Education District 6
94293126-0c14-5206-bcc1-7b69f8424742,ocd-division/country:us/state:tx/board_of_education:7,tx,Texas State Board of Education District 7
a465102e-7a93-502f-b374-3dbe45d1942e,ocd-division/country:us/state:tx/board_of_education:8,tx,Texas State Board of Education District 8
590c93b8-48bc-5d72-85ff-9642bb91f373,ocd-division/country:us/state:tx/board_of_education:9,tx,Texas State Board of Education District 9
74d1180c-e45d-576a-96b1-e0e8a0aa1d42,ocd-division/country:us/state:tx/county:anderson/council_district:1,tx,Anderson County Commissioner Precinct 1
7d9ce755-2740-56a5-85ce-4cf273f0dd30,ocd-division/country:us/state:tx/county:anderson/council_district:2,tx,Anderson County Commissioner Precinct 2
6c155352-148d-5a48-a655-a9aa5637af1c,ocd-division/country:us/state:tx/county:anderson/council_district:3,tx,Anderson County Commissioner Precinct 3
43c7c5bf-1b26-5dd8-86b3-d38a2567bf97,ocd-division/country:us/state:tx/county:anderson/council_district:4,tx,Anderson County Commissioner Precinct 4
1c598e5c-f1db-5673-8077-4a6108564a86,ocd-division/country:us/state:tx/county:andrews/council_district:1,tx,Andrews County Commissioner Precinct 1
3130592a-d2d7-55e8-b48d-5c2ea49a4ed6,ocd-division/country:us/state:tx/county:andrews/council_district:2,tx,Andrews County Commissioner Precinct 2
10e8d4ed-f966-5a8e-9365-30db8ea80267,ocd-division/country:us/state:tx/county:andrews/council_district:3,tx,Andrews County Commissioner Precinct 3
97a41104-b311-5df3-9165-0423be21cda9,ocd-division/country:us/state:tx/county:andrews/council_district:4,tx,Andrews County Commissioner Precinct 4
eda7cfe0-ee3c-5171-9cc9-20726dd1293b,ocd-division/country:us/state:tx/county:angelina/council_district:1,tx,Angelina County Commissioner Precinct 1
3f06d8c5-debb-5586-9d4c-2adca00b65eb,ocd-division/country:us/state:tx/county:angelina/council_district:2,tx,Angelina County Commissioner Precinct 2
abcc99af-7540-59fe-bdec-87b137e34f4d,ocd-division/country:us/state:tx/county:angelina/council_district:3,tx,Angelina County Commissioner Precinct 3
0d562ec1-6f30-5203-beaa-8f8f7d3e6ede,ocd-division/country:us/state:tx/county:angelina/council_district:4,tx,Angelina County Commissioner Precinct 4
56a50853-662e-5779-8ea4-4e3c24a02aca,ocd-division/country:us/state:tx/county:aransas/council_district:1,tx,Aransas County Commissioner Precinct 1
e8915292-9957-54cc-b397-4855c4ca0181,ocd-division/country:us/state:tx/county:aransas/council_district:2,tx,Aransas County Commissioner Precinct 2
db0168ac-784d-5a2d-97ea-fa6d4605ba87,ocd-division/country:us/state:tx/county:aransas/council_district:3,tx,Aransas County Commissioner Precinct 3
81f5cd88-6d80-5d4c-a217-e2fa6dc3c60c,ocd-division/country:us/state:tx/county:aransas/council_district:4,tx,Aransas County Commissioner Precinct 4
3965b3d7-f6a9-577b-896f-19b976105bae,ocd-division/country:us/state:tx/county:archer/council_district:1,tx,Archer County Commissioner Precinct 1
641993c9-d4e5-5c6b-9905-fc087aaa5839,ocd-division/country:us/state:tx/county:archer/council_district:2,tx,Archer County Commissioner Precinct 2
622a7667-d9a3-5c35-8f06-11c8a17747e9,ocd-division/country:us/state:tx/county:archer/council_district:3,tx,Archer County Commissioner Precinct 3
0c24e101-e61c-5e7d-8562-f709362367fb,ocd-division/country:us/state:tx/county:archer/council_district:4,tx,Archer County Commissioner Precinct 4
5a9bc048-1ea7-5cdb-9935-812f8ce798fd,ocd-division/country:us/state:tx/county:armstrong/council_district:1,tx,Armstrong County Commissioner Precinct 1
e37a589a-f29e-56d5-b323-2bbc09102c55,ocd-division/country:us/state:tx/county:armstrong/council_district:2,tx,Armstrong County Commissioner Precinct 2
683e3228-fe15-5bac-a591-fd83aa3f4573,ocd-division/country:us/state:tx/county:armstrong/council_district:3,tx,Armstrong County Commissioner Precinct 3
3dd558cb-4e41-5557-8529-a94a2b157f72,ocd-division/country:us/state:tx/county:armstrong/council_district:4,tx,Armstrong County Commissioner Precinct 4
08ed4bc3-5e07-5fec-9bce-6825dc1d8cb5,ocd-division/country:us/state:tx/county:atascosa/council_district:1,tx,Atascosa County Commissioner Precinct 1
25bfc1e2-5653-5823-9baf-a211b7283ac6,ocd-division/country:us/state:tx/county:atascosa/council_district:2,tx,Atascosa County Commissioner Precinct 2
d6ac7459-355e-5be1-814a-39cd51ea7dfb,ocd-division/country:us/state:tx/county:atascosa/council_district:3,tx,Atascosa County Commissioner Precinct 3
d4cf7b20-4138-5f03-8a3b-f3ae05930e6a,ocd-division/country:us/state:tx/county:atascosa/council_district:4,tx,Atascosa County Commissioner Precinct 4
dd321d17-5236-5951-88f9-326c39c671e8,ocd-division/country:us/state:tx/county:austin/council_district:1,tx,Austin County Commissioner Precinct 1
b0acc57b-5c15-5133-8fd2-f07cb88a7e96,ocd-division/country:us/state:tx/county:austin/council_district:2,tx,Austin County Commissioner Precinct 2
53493b59-fa62-5cf3-9fb9-eb3ab5dcf75e,ocd-division/country:us/state:tx/county:austin/council_district:3,tx,Austin County Commissioner Precinct 3
d2d76a54-1bf2-58c5-b1dc-1491a9564cd1,ocd-division/country:us/state:tx/county:austin/council_district:4,tx,Austin County Commissioner Precinct 4
e5b88284-2a58-5cb8-ab5d-1b8a5a738733,ocd-division/country:us/state:tx/county:bailey/council_district:1,tx,Bailey County Commissioner Precinct 1
21c5973c-67df-533f-b186-683aca6fc0b1,ocd-division/country:us/state:tx/county:bailey/council_district:2,tx,Bailey County Commissioner Precinct 2
26691115-6b80-52b6-8b3c-0e399c89f51d,ocd-division/country:us/state:tx/county:bailey/council_district:3,tx,Bailey County Commissioner Precinct 3
61b7fb6a-a89f-5ae3-8244-15973465dee5,ocd-division/country:us/state:tx/county:bailey/council_district:4,tx,Bailey County Commissioner Precinct 4
bb582529-f9e5-5397-b2b3-a0f724a2debc,ocd-division/country:us/state:tx/county:bandera/council_district:1,tx,Bandera County Commissioner Precinct 1
dd9ec001-974a-5bbf-ad0a-2fb72a308bda,ocd-division/country:us/state:tx/county:bandera/council_district:2,tx,Bandera County Commissioner Precinct 2
1699b2f5-5cb2-5a7d-9c05-0d82499ef060,ocd-division/country:us/state:tx/county:bandera/council_district:3,tx,Bandera County Commissioner Precinct 3
dfe32db7-0d00-5319-8237-7162030ea7a3,ocd-division/country:us/state:tx/county:bandera/council_district:4,tx,Bandera County Commissioner Precinct 4
ed7d0446-7ace-570f-9dbe-24c705492f51,ocd-division/country:us/state:tx/county:bastrop/council_district:1,tx,Bastrop County Commissioner Precinct 1
ff6de8f7-0213-5a88-8c2b-6436d841ddc8,ocd-division/country:us/state:tx/county:bastrop/council_district:2,tx,Bastrop County Commissioner Precinct 2
5a4a554c-7596-5753-a3d0-c94aa4c9cec8,ocd-division/country:us/state:tx/county:bastrop/council_district:3,tx,Bastrop County Commissioner Precinct 3
